-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::copy_         0.74%      22.890ms         1.65%      50.912ms      29.429us     588.284ms        23.64%     588.592ms     340.227us           0 B           0 B           0 B     -20.00 MB          1730  
                                           train_iter_5         0.69%      21.184ms         9.69%     299.296ms     299.296ms       0.000us         0.00%     100.594ms     100.594ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_1         0.69%      21.160ms         9.70%     299.643ms     299.643ms       0.000us         0.00%     100.588ms     100.588ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_9         0.68%      20.922ms         9.77%     301.606ms     301.606ms       0.000us         0.00%     100.585ms     100.585ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_6         0.67%      20.822ms         9.87%     304.791ms     304.791ms       0.000us         0.00%     100.593ms     100.593ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_0         0.67%      20.669ms         9.37%     289.479ms     289.479ms       0.000us         0.00%     100.620ms     100.620ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_4         0.67%      20.587ms         9.51%     293.660ms     293.660ms       0.000us         0.00%     100.597ms     100.597ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_3         0.66%      20.374ms         9.72%     300.156ms     300.156ms       0.000us         0.00%     100.793ms     100.793ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_7         0.62%      19.000ms         9.80%     302.751ms     302.751ms       0.000us         0.00%     100.585ms     100.585ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                           train_iter_8         0.50%      15.502ms         9.63%     297.341ms     297.341ms       0.000us         0.00%     100.591ms     100.591ms           0 B      -5.04 MB           0 B    -125.78 GB             1  
                                              aten::mul         0.20%       6.100ms         0.32%       9.739ms      10.703us     234.913ms         9.44%     234.913ms     258.146us     160.00 KB     160.00 KB     207.50 GB     207.50 GB           910  
                                    aten::empty_strided         0.17%       5.332ms         0.17%       5.332ms       3.082us       0.000us         0.00%       0.000us       0.000us          40 B          40 B     685.24 GB     685.24 GB          1730  
                              Optimizer.step#AdamW.step         0.17%       5.245ms         0.35%      10.951ms       1.095ms       0.000us         0.00%       1.646ms     164.565us           0 B         -40 B           0 B    -205.06 MB            10  
                                        cudaMemsetAsync         0.17%       5.183ms         0.17%       5.183ms       5.032us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1030  
                                       cuLaunchKernelEx         0.16%       4.818ms         0.16%       4.818ms       4.461us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1080  
                                        cudaMemcpyAsync         0.12%       3.702ms         0.12%       3.702ms       8.226us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           450  
                                                aten::t         0.10%       3.190ms         0.20%       6.103ms       3.391us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1800  
                                            aten::empty         0.10%       3.110ms         0.10%       3.110ms       3.142us       0.000us         0.00%       0.000us       0.000us      80.04 KB      80.04 KB     131.19 GB     131.19 GB           990  
                        chaoscontrol_ssm_scan::backward         0.10%       3.094ms         0.12%       3.620ms      90.512us      32.192ms         1.29%      32.192ms     804.797us           0 B           0 B      30.00 GB           0 B            40  
                                             aten::view         0.10%       3.083ms         0.10%       3.083ms       1.243us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2480  
                                         aten::_to_copy         0.10%       3.034ms         1.13%      35.052ms      31.865us       0.000us         0.00%     583.624ms     530.567us          40 B           0 B     645.04 GB           0 B          1100  
                                              aten::sum         0.09%       2.839ms         0.14%       4.437ms      22.186us      32.737ms         1.32%      32.737ms     163.684us           0 B           0 B     200.00 KB     200.00 KB           200  
                                              aten::div         0.09%       2.661ms         0.14%       4.397ms      27.479us     206.044us         0.01%     206.044us       1.288us           0 B           0 B      80.00 KB      80.00 KB           160  
      autograd::engine::evaluate_function: MulBackward0         0.08%       2.579ms         0.51%      15.798ms      56.421us       0.000us         0.00%     172.771ms     617.040us           0 B           0 B     -32.50 GB    -157.50 GB           280  
       autograd::engine::evaluate_function: MmBackward0         0.07%       2.014ms         0.87%      26.811ms      74.475us       0.000us         0.00%     253.066ms     702.962us           0 B           0 B    -189.33 GB    -272.50 GB           360  
                                  aten::_fused_rms_norm         0.06%       1.985ms         0.13%       4.084ms      25.526us      47.443ms         1.91%      47.443ms     296.516us           0 B           0 B      45.18 GB           0 B           160  
                                        aten::transpose         0.06%       1.827ms         0.09%       2.914ms       1.619us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1800  
                         aten::_fused_rms_norm_backward         0.06%       1.818ms         0.09%       2.920ms      18.248us      49.889ms         2.00%      49.889ms     311.806us           0 B           0 B      45.00 GB           0 B           160  
                                            MmBackward0         0.06%       1.810ms         0.80%      24.796ms      68.879us       0.000us         0.00%     253.066ms     702.962us           0 B           0 B      83.17 GB           0 B           360  
                                       aten::as_strided         0.06%       1.800ms         0.06%       1.800ms       0.660us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2730  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 3.089s
Self CUDA time total: 2.488s
